1	0	
100001	0	
200001	0	
300001	0	
400001	0	
500001	0	
600001	0	
700001	0.0542	
800001	0.59655	
900001	0.10845	
1000001	0.27115	
1100001	0	
1200001	0	
1300001	0	
1400001	0.2169	
1500001	0.59655	
1600001	0.10845	
1700001	0.10845	
1800001	0	
1900001	0.16265	
2000001	0.27115	
2100001	0	
2200001	0.10845	
2300001	0	
2400001	0.48805	
2500001	0.27115	
2600001	0.27115	
2700001	0.0542	
2800001	0.0542	
2900001	0.9219	
3000001	0.2169	
3100001	0.10845	
3200001	0.3796	
3300001	1.1931	
3400001	0.27115	
3500001	1.13885	
3600001	0.16265	
3700001	1.13885	
3800001	0.27115	
3900001	0.2169	
4000001	0.705	
4100001	0.10845	
4200001	0.43385	
4300001	0.10845	
4400001	0.65075	
4500001	0.5423	
4600001	0.16265	
4700001	0.27115	
4800001	0.65075	
4900001	0.705	
5000001	0.43385	
5100001	0.32535	
5200001	1.2473	
5300001	2.7658	
5400001	1.30155	
5500001	0.59655	
5600001	1.95235	
5700001	0.5423	
5800001	0.3796	
5900001	0.8677	
6000001	0.48805	
6100001	1.62695	
6200001	1.13885	
6300001	0.97615	
6400001	1.2473	
6500001	1.0846	
6600001	1.62695	
6700001	2.16925	
6800001	1.5727	
6900001	4.01315	
7000001	2.0608	
7100001	1.3558	
7200001	0.705	
7300001	1.2473	
7400001	1.95235	
7500001	3.85045	
7600001	1.0304	
7700001	0.65075	
7800001	1.46425	
7900001	4.1216	
8000001	1.30155	
8100001	2.9285	
8200001	1.68115	
8300001	1.68115	
8400001	1.95235	
8500001	3.4166	
8600001	4.2301	
8700001	0.7592	
8800001	2.8743	
8900001	1.1931	
9000001	0.5423	
9100001	1.1931	
9200001	1.1931	
9300001	0.8677	
9400001	1.13885	
9500001	1.41	
9600001	0.5423	
9700001	1.78965	
9800001	1.0846	
9900001	3.36235	
10000001	1.84385	
10100001	2.11505	
10200001	2.6031	
10300001	0.8677	
10400001	1.68115	
10500001	1.2473	
10600001	0.97615	
10700001	0.705	
10800001	2.16925	
10900001	3.03695	
11000001	0.5423	
11100001	0.65075	
11200001	1.68115	
11300001	0.65075	
11400001	2.2235	
11500001	1.46425	
11600001	2.0608	
11700001	1.0846	
11800001	1.95235	
11900001	1.78965	
12000001	3.36235	
12100001	4.0674	
12200001	1.5727	
12300001	2.2235	
12400001	2.2777	
12500001	4.0674	
12600001	1.78965	
12700001	1.0304	
12800001	1.46425	
12900001	0.81345	
13000001	1.46425	
13100001	0.8677	
13200001	2.49465	
13300001	1.41	
13400001	0.27115	
13500001	1.51845	
13600001	1.1931	
13700001	2.00655	
13800001	3.9047	
13900001	2.2235	
14000001	1.5727	
14100001	2.82005	
14200001	1.5727	
14300001	1.62695	
14400001	1.5727	
14500001	3.63355	
14600001	1.84385	
14700001	4.447	
14800001	1.78965	
14900001	2.0608	
15000001	2.82005	
15100001	2.4404	
15200001	2.11505	
15300001	1.13885	
15400001	0.97615	
15500001	0.65075	
15600001	0.2169	
15700001	0.81345	
15800001	0.8677	
15900001	0.10845	
16000001	1.51845	
16100001	2.2777	
16200001	2.65735	
16300001	1.68115	
16400001	1.8981	
16500001	3.36235	
16600001	1.78965	
16700001	1.3558	
16800001	3.5793	
16900001	1.30155	
17000001	2.7116	
17100001	3.742	
17200001	1.30155	
17300001	1.2473	
17400001	3.03695	
17500001	2.5489	
17600001	1.30155	
17700001	1.2473	
17800001	0.8677	
17900001	1.3558	
18000001	1.0846	
18100001	1.2473	
18200001	0.48805	
18300001	4.17585	
18400001	1.5727	
18500001	0.81345	
18600001	1.13885	
18700001	1.5727	
18800001	1.2473	
18900001	1.5727	
19000001	1.1931	
19100001	0.705	
19200001	0.43385	
19300001	3.742	
19400001	3.19965	
19500001	1.8981	
19600001	2.9285	
19700001	0.9219	
19800001	1.0846	
19900001	0.7592	
20000001	0.8677	
20100001	1.7354	
20200001	0.65075	
20300001	1.1931	
20400001	0.65075	
20500001	1.1931	
20600001	0.9219	
20700001	1.78965	
20800001	0.10845	
20900001	0.0542	
21000001	0.0000	
