1	0
100001	0
200001	0
300001	0.11725
400001	0.11725
500001	0.9968
600001	0.70365
700001	0.5277
800001	1.17275
900001	1.52455
1000001	1.70045
1100001	1.4073
1200001	1.81775
1300001	0.87955
1400001	0.3518
1500001	1.23135
1600001	1.4659
1700001	1.1141
1800001	0.87955
1900001	2.6973
2000001	1.23135
2100001	0.8209
2200001	1.81775
2300001	0.8209
2400001	2.3455
2500001	1.29
2600001	1.29
2700001	2.8732
2800001	1.1141
2900001	0.4691
3000001	0.5277
3100001	3.4596
3200001	1.17275
3300001	1.17275
3400001	2.5214
3500001	2.11095
3600001	0.9382
3700001	1.81775
3800001	3.7528
3900001	3.69415
4000001	3.3423
4100001	1.81775
4200001	3.6355
4300001	2.8732
4400001	2.0523
4500001	0.9382
4600001	0.87955
4700001	2.58005
4800001	4.7496
4900001	3.1664
5000001	2.75595
5100001	1.7591
5200001	3.51825
5300001	0.9382
5400001	1.5832
5500001	2.11095
5600001	1.05545
5700001	0.645
5800001	0.76225
5900001	1.1141
6000001	1.17275
6100001	0.645
6200001	2.28685
6300001	1.52455
6400001	1.99365
6500001	1.70045
6600001	1.8764
6700001	0.76225
6800001	1.7591
6900001	0.9382
7000001	5.10145
7100001	1.99365
7200001	1.34865
7300001	1.23135
7400001	0.8209
7500001	1.29
7600001	1.05545
7700001	1.17275
7800001	0.76225
7900001	4.33915
8000001	1.99365
8100001	3.10775
8200001	1.64185
8300001	1.64185
8400001	1.17275
8500001	2.4041
8600001	1.70045
8700001	0.70365
8800001	1.4073
8900001	2.11095
9000001	0.76225
9100001	1.17275
9200001	1.23135
9300001	0.0586
9400001	1.17275
9500001	2.46275
9600001	1.5832
9700001	2.16955
9800001	2.6973
9900001	0.76225
10000001	4.04595
10100001	4.7496
10200001	3.2837
10300001	1.81775
10400001	1.64185
10500001	1.935
10600001	1.4073
10700001	1.70045
10800001	1.34865
10900001	1.4659
11000001	1.99365
11100001	1.05545
11200001	0.9382
11300001	1.17275
11400001	0.58635
11500001	0.4691
11600001	0.70365
11700001	0.70365
11800001	0.9968
11900001	1.1141
12000001	1.4659
12100001	2.11095
12200001	3.8114
12300001	1.05545
12400001	0.87955
12500001	2.58005
12600001	3.7528
12700001	1.52455
12800001	0.9968
12900001	0.645
13000001	1.4659
13100001	2.5214
13200001	0.4691
13300001	0.41045
13400001	0.9382
13500001	1.81775
13600001	0.9968
13700001	1.99365
13800001	1.1141
13900001	0.8209
14000001	1.5832
14100001	0.9382
14200001	0.9968
14300001	0.8209
14400001	3.10775
14500001	0.58635
14600001	1.8764
14700001	0.5277
14800001	0.8209
14900001	0.58635
15000001	0.58635
15100001	0.4691
15200001	1.8764
15300001	0.8209
15400001	0.76225
15500001	0.29315
15600001	1.05545
15700001	0.5277
15800001	0.11725
15900001	0.41045
16000001	0.23455
16100001	0.3518
16200001	0.76225
16300001	1.7591
16400001	1.99365
16500001	1.935
16600001	1.4073
16700001	2.11095
16800001	0.8209
16900001	2.8146
17000001	0.9968
17100001	0.76225
17200001	1.17275
17300001	0.58635
17400001	0.8209
17500001	0.0586
17600001	0.0586
17700001	0.23455
17800001	0.23455
17900001	0.9968
18000001	0.4691
18100001	0.3518
18200001	0.23455
18300001	0.1759
18400001	0.11725
18500001	0.11725
18600001	0.11725
18700001	0.11725
18800001	0.70365
18900001	0.0586
19000001	0.0586
19100001	0.23455
19200001	0.23455
19300001	0
19400001	0.1759
19500001	0.0586
19600001	0.11725
19700001	0.0586
19800001	0.58635
19900001	0.11725
20000001	0.29315
20100001	0.0586
20200001	0.11725
20300001	0
20400001	0.11725
20500001	0.3518
20600001	0.1759
20700001	0.11725
20800001	0
20900001	1.17275
21000001	0.58635
21100001	0.1759
21200001	0.0586
21300001	0.0586
21400001	0
21500001	0.1759
21600001	0
21700001	0
21800001	0
21900001	0
22000001	0.0586
22100001	0
22200001	1.4073
22300001	1.935
22400001	0.1759
22500001	0.0586
22600001	0
22700001	0
22800001	0.11725
22900001	0
